,Title,Published_date,Views,Likes,Favorite,Comments,Month
264,"Tutorial 2- End To End ML Project With Deployment-Project Structure, Logging And Exception Handling",2023-03-07,94263,2234,0,116,Mar
265,Inviting You To RAJASTHAN IT Online And Offline HACKATHON Powered By  @PhysicsWallah,2023-03-06,7356,182,0,50,Mar
266,Tutorial 1- End To End ML Project With Deployment-Github And Code Set Up,2023-03-05,305575,4731,0,395,Mar
267,Now you Can Crack Any ML Interviews- Announcing 7 Days End To End ML Project With Deployment,2023-03-04,499607,4024,0,135,Mar
268,How ChatGPT Can Be Wrong About Me?,2023-02-27,8123,201,0,36,Feb
269,When Your Kid Doesnt Want You To Work-Just For Fun with @krishivnaikvlogs8998,2023-02-24,29634,887,0,79,Feb
270,Changes Is Inevitable And You Need To Change With Time,2023-02-24,12081,530,0,42,Feb
271,"Watch This Video To Crack Any Stats Interview For Data Scientist- Understanding PDF,PMF and CDF",2023-02-23,57120,1826,0,38,Feb
272,What Is Derivatives In  Calculus In Layman Terms?,2023-02-21,7715,279,0,10,Feb
273,How Prakhar Cracked Multiple Job Offers In Data Science,2023-02-20,9645,278,0,26,Feb
274,How Jaiyesh Cracked Data Science Job In Siemens From Petroleum Engineering @iNeuroniNtelligence,2023-02-16,6809,160,0,16,Feb
275,Will Chatgpt Kill Your Creativity?,2023-02-15,6341,229,0,59,Feb
276,Successful Data Science Career Transition Of Shiva To Cisco With High Package @iNeuroniNtelligence,2023-02-14,6203,161,0,23,Feb
277,How Raghav Got 6 Offers In Data Science Coming From Non Technical Domain @iNeuroniNtelligence,2023-02-13,18226,580,0,32,Feb
278,"Sucessful Transition Story From Mechanical Eng ,UPSC Aspirant To Data Analyst Apprentice At Google",2023-02-12,8545,222,0,12,Feb
279,Can We Earn More From FreeLancing Than Full time Jobs? Steps To Start Your Free Lancing Career,2023-02-09,11532,355,0,24,Feb
280,Google Chatbot Alternative To ChatGPT- Who Will Win?,2023-02-06,17048,393,0,26,Feb
281,Machine Learning Playlist For Interviews #shorts,2023-02-05,28711,2042,0,23,Feb
282,How To Build Ideas For Real World Data Science Projects For Interviews,2023-02-04,21015,753,0,35,Feb
283,You Know Your Strength And You Are Unique #shorts,2023-02-03,13013,1168,0,17,Feb
284,Patience And Practise Is The Key to Learn Anything,2023-02-01,31663,2470,0,16,Feb
285,Will ChatGPT Take Our Jobs? #shorts,2023-01-31,19691,1044,0,14,Jan
286,Reality Of Data Science Work- What We Learn Vs What We Work In Industries,2023-01-31,42173,1638,0,61,Jan
287,AvgWord2vec Indepth Intuition And Practical Implementation,2023-01-29,12022,215,0,15,Jan
288,Exponential Learning #shorts,2023-01-28,21214,1751,0,14,Jan
289,Lets Talk And Chat!! Live Q&A,2023-01-27,6930,414,0,30,Jan
290,Why Big Tech Companies Are Facing Massive Layoffs?,2023-01-26,35634,771,0,69,Jan
291,"Word Embeddings, Word2Vec And CBOW Indepth Intuition And Working- Part 1 | NLP For Machine Learning",2023-01-25,26838,466,0,39,Jan
292,Demo Of AI Powered Nvidia Broadcast Eye Contact,2023-01-24,11475,216,0,18,Jan
293,My Thoughts On Recent Layoffs And Recession,2023-01-22,56723,1349,0,123,Jan
294,Live From DUBAI,2023-01-20,10767,313,0,32,Jan
295,These Robots Are Really Smart|Museum Of the Future|Dubai #shorts,2023-01-18,25231,1126,0,16,Jan
296,PCA Indepth Geometric And Mathematical InDepth Intuition ML Algorithms,2023-01-18,80361,1699,0,81,Jan
297,I Used Chatgpt To Create My Own Private Web Browser,2023-01-16,20878,485,0,41,Jan
298,Data Collection Stratergy For Machine Learning Projects With API's- RapidAPI,2023-01-15,40983,1019,0,31,Jan
299,Why To Choose Data Science As A Career In 2023?,2023-01-13,37769,1301,0,105,Jan
300,Just Change Your Approach,2023-01-12,45309,3256,0,34,Jan
301,The Ultimate 2023 Data Analyst Roadmap: From Zero to Hero|Krish Naik,2023-01-11,84171,2685,0,99,Jan
302,Top 6 CI/CD Tools for MLOPS Engineers,2023-01-09,7508,243,0,19,Jan
303,6 Months Data Science RoadMap 2023,2023-01-07,121123,3813,0,198,Jan
304,Create Amazing Data Science Resume Using ChatGPT- Try It Out,2023-01-06,27983,769,0,42,Jan
305,Amazing Data Science Content In 2023,2023-01-05,19060,747,0,75,Jan
306,Amazing Things That ChatGPT Can Do!!,2022-12-28,17282,411,0,23,Dec
307,Last Live Q&A Of 2022- Ask Me All your Queries,2022-12-27,7815,399,0,31,Dec
308,One Thing You Need To Acquire To Learn Any Technology- Must Watch,2022-12-04,19093,869,0,64,Dec
309,Live Q&A- Amazing Community Courses Announcement- Ask Me Anything,2022-11-25,6627,316,0,5,Nov
310,Black Friday Sales 50% off On All Courses And Mobile App Announcement @iNeuroniNtelligence,2022-11-25,14186,153,0,51,Nov
311,All Possible Ways To Apply Jobs In Data Science Industry,2022-11-17,34512,1222,0,54,Nov
312,Companies That Are Hiring Aggressively For Data Science or Data Analytics Roles,2022-11-12,83046,2828,0,114,Nov
313,Best MLOPS Architecture For Data Science Projects,2022-11-11,20695,520,0,30,Nov
314,When Are We Launching iNeuron Mobile App- Both IOS And Android,2022-11-08,84170,268,0,59,Nov
315,Is Recession Coming? What You Should Do?,2022-11-06,127698,2922,0,171,Nov
316,Don't Panic While Learning Data Science😨😨😨😨,2022-11-04,47451,2084,0,109,Nov
317,Now Developing Your Deep Learning Application Is Easy Using Neurolab,2022-11-03,9147,222,0,24,Nov
318,I have Become A Recording Machine For Data Science 😎😎😎😎,2022-11-01,16277,705,0,97,Nov
319,ML Project Implementation And Deployment Using NeuroLab @iNeuroniNtelligence,2022-10-31,10336,228,0,23,Oct
320,The Best Course For Data Science Starters With Neuro Lab @iNeuroniNtelligence,2022-10-27,10753,218,0,52,Oct
321,We Are Working Hard For The Virtual Lab @iNeuroniNtelligence Happy Diwali All,2022-10-24,16057,355,0,54,Oct
322,Live Testing Of NeuroLab- Free Coding Platform For All,2022-10-22,17992,413,0,23,Oct
323,Need All Your Help To Test NeuroLabs Coding Platform  Today At 6pm,2022-10-22,6062,244,0,41,Oct
324,Scikit-Learn and Hugging Face Bhai Bhai👬👬,2022-10-20,9277,293,0,24,Oct
325,The Best Course For Data Analyst,2022-10-19,16704,291,0,99,Oct
326,We Have An Amazing Gift For Every Developers And Coders @iNeuroniNtelligence,2022-10-17,209122,4848,0,208,Oct
327,Live Full Stack Data Analytics Bootcamp 2.0 Course For Data Analyst @iNeuroniNtelligence,2022-10-16,17602,322,0,140,Oct
328,Power Of Internship For Your First Data Science Job- Transition Story Of Rohan,2022-10-15,19863,933,0,63,Oct
329,RoadMap For 30 Days Data Science Interview Preparation With Materials @iNeuroniNtelligence,2022-10-14,44911,3162,0,113,Oct
330,@GitHub Sent Me These Amazing Gifts As A Github Star 🌟,2022-10-13,8848,254,0,23,Oct
331,Resume Discussion To Crack Data Science Jobs For Freshers- Just Follow The Process,2022-10-09,106790,3078,0,82,Oct
332,Live Q&A-Data Science Jobs-Ask Anything Related To Data Science,2022-10-06,9815,291,0,22,Oct
333,Navaratri Celebration In iNeuron😇😇,2022-10-04,19731,332,0,20,Oct
334,New Research-How To Stay Updated In AI-Action And Text To Motion Models Using AI,2022-10-04,5512,166,0,6,Oct
335,Do Not Miss This Opportunity From @iNeuroniNtelligence - Start Getting Skilled,2022-10-02,10540,176,0,53,Oct
336,Amazing AI Use Cases-Google Cloud ML Increases On Time Flight Using Wind Forecasting,2022-09-30,11560,258,0,19,Sep
337,Complete RoadMap To Learn AIOPS or MLOPS,2022-09-27,74529,2008,0,76,Sep
338,This Is How We Teach In Ineuron: Introduction Session Industry Ready Projects,2022-09-25,25464,301,0,57,Sep
339,Live Q&A-Ask Anything Related To Data Science,2022-09-22,10952,371,0,15,Sep
340,Data Science Industry Ready Project Course Announcement For Everyone-24th September,2022-09-21,16123,466,0,80,Sep
341,30 Days Live Data Science Interview Preparation Induction Session,2022-09-19,14615,481,0,20,Sep
342,Detailed Interview Process To Crack FAANG Companies- Ft:@PriyaBhatia,2022-09-19,7752,249,0,13,Sep
343,Roadmap To Crack Your First Data Science Job,2022-09-17,27251,1058,0,61,Sep
344,Detailed Roadmap To Learn Data Stuctures And Algorithms Ft: @PriyaBhatia,2022-09-15,23533,735,0,45,Sep
345,Data Science Jobs And Salary Are Booming!! Watch This Video To Know How?,2022-09-14,31306,1082,0,111,Sep
346,How 5  Years Career Gap Student Made A Transition to Data Science- Ft: @iNeuroniNtelligence,2022-09-12,29983,988,0,143,Sep
347,Live Q&A- Ask Anything Related Data Science,2022-09-11,10318,381,0,22,Sep
348,Last Day To Avail 30% off On All Courses @iNeuroniNtelligence,2022-09-11,4274,76,0,42,Sep
349,Why Statistics Is Super Important For Data Science? Must Watch,2022-09-08,15679,482,0,31,Sep
350,Solving FAANG DSA Interview Questions With Its Implementation,2022-09-08,8896,181,0,11,Sep
351,End To End Data Science Industry Ready Projects Course Announcement- Be Industry Ready⭐⭐⭐⭐,2022-09-07,16830,387,0,110,Sep
352,Full Stack Data Science Bootcamp 2.0 With Job Guaranteed Course Announcement,2022-09-06,18799,386,0,114,Sep
353,Messages From Our Students -Teachers Day@Telusko @mysirgdotcom @HiteshChoudharydotcom @MahatmajiTechnical,2022-09-06,4503,125,0,9,Sep
354,Neuro Lab Launch Celebration- Live 7PM,2022-09-05,8043,336,0,47,Sep
355,Announcing NeuroLab- World's First Free Community Coding Platform Ft: @iNeuroniNtelligence,2022-09-05,128963,1037,0,115,Sep
356,Complete RoadMap To Learn Computer Vision,2022-09-04,39543,1261,0,33,Sep
357,Hyperparameter Tuning Using Machine Learning Pipelines,2022-09-03,16450,439,0,18,Sep
358,Solve this Data Science Interview Question From Product Based Company,2022-09-02,9661,250,0,14,Sep
359,"FAANG Interview DSA Series-Heap Sort,Binary Tree,Min Heap and Max Heap Tree AND Interview Questions",2022-09-02,6891,157,0,13,Sep
360,Implementing Machine Learninng Pipelines USsing Sklearn And Python,2022-09-01,48049,1827,0,50,Sep
361,"FAANG DSA Series-Discussing Sorting Algorithms-Selection, Bubble and Insertion Sort- Ft Priya Bhatia",2022-08-31,5895,133,0,10,Aug
362,"End To End Machine Learning Project Implementation With Dockers,Github Actions And Deployment",2022-08-30,302604,6627,0,245,Aug
363,How To Prepare And Overcome Fear In Maths For Data Science- Follow This Approach,2022-08-29,8688,294,0,16,Aug
364,DSA-Discussing All Search Algorithms With Interview Based Questions- Ft: Priya Bhatia,2022-08-28,24249,440,0,16,Aug
365,Trackersheet That Can Make You From Zero To HERO In Data Science,2022-08-27,19080,1054,0,37,Aug
366,Cracking Data Science Interview Is Easy By This Approach!! Solve this Problem,2022-08-26,24631,821,0,32,Aug
367,Just Watch!!,2022-08-25,8290,595,0,53,Aug
368,Meet My Son Krishiv Naik @krishivnaikvlogs8998,2022-08-24,30480,1838,0,273,Aug
369,Biral Video- Too Much Automation #shorts,2022-08-24,46728,1266,0,23,Aug
370,Quick CheatSheet To Prepare For Statistics For Data Analyst And Data Scientist,2022-08-23,20439,1157,0,50,Aug
371,How To Get 1cr Data Scientist Package?,2022-08-22,24155,1231,0,234,Aug
372,Data Science Mock Interview iNeuron FSDS Batch With Feedbacks,2022-08-21,18738,473,0,18,Aug
373,Use This Way Of Training Machine Learning Models For Efficiency,2022-08-20,62330,2480,0,74,Aug
374,3 Months Updated RoadMap To Learn Machine Learning With Videos And Materials,2022-08-19,23106,905,0,43,Aug
375,Day 11-Advance NLP Series-Bidirectional LSTM Intuition And Implementation Deep Learning|Krish Naik,2022-08-17,26790,740,0,56,Aug
376,Huge Announcement-Access 250+ Recorded And Live Tech Courses For Lifetime-Limited Offer,2022-08-17,5774,161,0,53,Aug
377,Visualizing High Dimension Data Using UMAP Is A Piece Of Cake Now,2022-08-16,25954,946,0,29,Aug
378,This Independence Day- Huge Announcement- Lifetime Offer  Tech Neuron,2022-08-15,10606,292,0,44,Aug
379,Advance NLP Series Announcement- Happy 76th Independence Day,2022-08-15,12320,458,0,68,Aug
380,DSA Series-Lets Become a Pro In Queues Data Structures,2022-08-14,4365,134,0,7,Aug
381,DSA Series-Lets Become a Pro In Stacks Data Structures,2022-08-12,8230,219,0,29,Aug
382,How I Easily Optimized My Blogging Website In Minutes With 10Web Booster,2022-08-11,3343,71,0,5,Aug
383,Automate EDA And Python Coding Using Mito Library,2022-08-11,8777,333,0,17,Aug
384,Let's Crack Any Data Structures And Algorithms Interviews- Amazing Announcement,2022-08-09,11973,523,0,42,Aug
385,Can You Solve These Data Science Usecases?,2022-08-08,9063,353,0,50,Aug
386,General Doubts And Queries Everybody Have Before Starting Data Science ML And AI,2022-08-02,8446,255,0,52,Aug
387,History Of Machine Learning- Dicussing The Entire Timeline,2022-07-31,258135,619,0,37,Jul
388,You Need Not Learn Everything In Data Science- Honest Talks,2022-07-30,17458,766,0,47,Jul
389,Getting Started With Dockers- All Basics Command Covered In 1 Video,2022-07-30,10346,223,0,8,Jul
390,Out Of Bag Evaluation(OOB) And OOB Score Or Error In Random Forest,2022-07-27,13190,320,0,15,Jul
391,Part 3-Git And Github Series- Resolving Git Branch Merge Conflicts In Simple Steps With Commands,2022-07-26,9215,239,0,23,Jul
392,How To Deploy Machine Learning Models Using Docker And Github Action In Heroku,2022-07-25,45732,1376,0,44,Jul
393,"Part 2-Git And Github Series- Git Merge,Push, Checkout And Log With Commands",2022-07-24,12938,267,0,6,Jul
394,"Part 1-Git And Github Series- Introduction, Installation Of Git And Understanding Basic Commands",2022-07-23,51665,834,0,29,Jul
395,How To Apply Jobs From iNeuron Job Portal,2022-07-21,6505,181,0,31,Jul
396,Announcing iNeuron Job Portal-Now Start Applying Jobs,2022-07-19,13775,508,0,68,Jul
397,Day 10- LSTM Practical Implementation In NLP Application|Krish Naik,2022-07-18,26975,854,0,31,Jul
398,Live Q&A Ask Anything,2022-07-17,5094,244,0,15,Jul
399,Blockchain Hackathon 5.0 In Collaboration With Neo @iNeuroniNtelligence  @Telusko,2022-07-17,3266,66,0,11,Jul
400,Live Q&A Ask Anything,2022-07-11,8860,351,0,34,Jul
401,Can We Have Multiple Constructors In Python?,2022-07-10,11233,355,0,31,Jul
402,Announcing Job Guaranteed Full Stack Javascript Web Developer @HiteshChoudharydotcom |July 10th,2022-07-04,7403,132,0,31,Jul
403,600k Subscriber Live Celebration,2022-07-03,7065,292,0,45,Jul
404,Announcing Job Guaranteed Big Data Bootcamp @iNeuroniNtelligence @shashank_mishra,2022-07-02,14808,316,0,131,Jul
405,Day 9-Word Embedding Layer And LSTM Practical Implementation In NLP Application|Krish Naik,2022-07-01,35651,1255,0,42,Jul
406,Day 8-LSTM Recurrent Neural Network In Depth Intuition And NLP Application|Krish Naik,2022-06-29,31477,939,0,28,Jun
407,Biggest Announcement In Techneuron OTT Platform @iNeuroniNtelligence,2022-06-29,7813,243,0,75,Jun
408,Day 7-BackPropogration In Recurrent Neural Network And NLP Application|Krish Naik,2022-06-28,27702,892,0,18,Jun
409,Day 6-Recurrent Neural Network Indepth Intuition And NLP Application|Krish Naik,2022-06-27,46459,1333,0,32,Jun
410,AI/ML Live Hackathon @iNeuron,2022-06-25,50030,945,0,36,Jun
411,Pro Tips For Data Science Interviews- Part 1,2022-06-24,12429,557,0,24,Jun
412,Day 5-Training Word2Vec From Scratch And AvgWord2vec Indepth Inutuition|Krish Naik,2022-06-22,44041,1055,0,36,Jun
413,Hackathon 3.0 In Collaboration With Mu Sigma,2022-06-22,5064,160,0,25,Jun
414,"Live Day 4-Word Embedding, CBOW And Skipgram Word2vec NLP And Quiz-5000Inr Give Away",2022-06-20,68349,1496,0,43,Jun
415,Complete Statistics For Data Science In 6 hours By Krish Naik,2022-06-19,812620,17037,0,465,Jun
416,Live Full Stack Data Analytics With Job Assistance Batch Live Induction,2022-06-18,9262,233,0,15,Jun
417,Live Day 3- TF-IDF With Practical Application NLP And Quiz-5000Inr Give Away,2022-06-17,53689,1658,0,50,Jun
418,Upcoming Affordable Tech Courses From @iNeuroniNtelligence,2022-06-16,7423,217,0,99,Jun
419,"Live Day 2- Bag Of Words, TF-IDF, Word2Vec NLP And Quiz-5000Inr Give Away",2022-06-15,90549,2316,0,65,Jun
420,Hackathon In Collaboration With Jetbrains,2022-06-15,6687,139,0,16,Jun
421,Live Day 1- Introduction And Roadmap To Natural Language Processing And Quiz-5000Inr Give Away,2022-06-14,148878,4953,0,79,Jun
422,Prerequisites For NLP Live Community Session For ML And DL,2022-06-13,37584,913,0,22,Jun
423,Github Hackathon Ending Moments,2022-06-12,6536,221,0,8,Jun
424,Hackathon Live At iNeuron,2022-06-11,10357,366,0,7,Jun
425,Announcing NLP Live community Sessions,2022-06-10,107204,1192,0,69,Jun
426,Podcast With Shishir Chandra On System Design at MAANG,2022-06-08,4401,97,0,10,Jun
427,How To Be Consistent While Learning  Data Science?,2022-06-06,15550,791,0,32,Jun
428,Importance Of Cybersecurity For Data Scientist,2022-06-05,18984,623,0,35,Jun
429,Complete Exploratory Data Analysis And Feature Engineering In 3 Hours| Krish Naik,2022-06-04,169039,4235,0,103,Jun
430,Automate Financial Data Analysis Using Mito,2022-06-03,5721,205,0,29,Jun
431,Life At IIt's| AI @ IIT Hyderabad| Podcast With Priya Bhatia,2022-06-02,14098,341,0,26,Jun
432,"Announcing Data Science, ML,DL,AI Videos In Hindi @krishnaikhindi",2022-06-01,8615,380,0,34,Jun
433,@iNeuroniNtelligence First Offline 24 hrs Hackathon With Github Community Partner,2022-05-31,7626,211,0,25,May
